"","adress","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung","lat_wgs84","lon_wgs84"
"395","Ruschberg 55776 Germany","E31280100000000000000000251301517","GE Wind Energy GmbH","GE1.5sl",1500,"27.06.2003",7134042,49.596368,7.206811,85,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500","2003-06-27",2590699,7134,"Birkenfeld",713401,"Baumholder",1850,2591,6290,243,1444.0896,49.5963105131812,7.20682441149937
"396","Ruschberg 55776 Germany","E31280100000000000000000251301553","GE Wind Energy GmbH","GE1.5sl",1500,"02.12.2003",7134042,49.596521,7.21032,85,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500","2003-12-02",2590699,7134,"Birkenfeld",713401,"Baumholder",1850,2591,6290,243,1444.0896,49.5965054682558,7.21041520567218
"397","Ruschberg 55776 Germany","E31280100000000000000000251322342","GE Wind Energy GmbH","1,5 sl",1500,"16.07.2003",7134051,49.599367,7.222215,85,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500","2003-07-16",2590699,7134,"Birkenfeld",713401,"Baumholder",1850,2591,6290,243,1444.0896,49.5995432657101,7.22201818229822
"398","Sainerholz 56244 Germany","E31102010000000000001273647300001",NA,NA,NA,NA,NA,NA,NA,NA,NA,714310060,56244,"Sainerholz","Am Beulstein / Flurstück( 1708 + 1709 )","250","1996-08-02",222237,7143,"Westerwald",714310,"Wirges",2350,222,7990,3599,3032.6272,50.5175247753495,7.85193685469871
"399","Salzburg 56479 Germany","E31102010000000000001274443300001","ENERCON GmbH","E40",500,"07.03.1996",7143243,50.6675,8.0347,65,40,714306291,56479,"Salzburg","Flurstück( 134 )","500","1996-03-06",829245,7143,"Westerwald",714306,"Rennerod",2350,829,7990,964,2795.6544,50.6676204918995,8.03458757480802
"400","Salzburg 56479 Germany","E31102010000000000001274440900001",NA,NA,NA,NA,NA,NA,NA,NA,NA,714306291,56479,"Salzburg","Auf dem Schüwel / Flurstück( 136 )","250","1996-05-29",289110,7143,"Westerwald",714306,"Rennerod",2350,289,7990,2765,3006.4704,50.6666072117337,8.04752837991064
"401","Salzburg 56479 Germany","E31102010000000000001274446800001","ENERCON GmbH","E-40/5.40",500,"11.03.1996",7143291,50.67,8.051,48,40.3,714306291,56479,"Salzburg","Flurstück( 66/2 )","500","1996-03-11",731241,7143,"Westerwald",714306,"Rennerod",2350,731,7990,1093,2833.9136,50.6698060481236,8.05089970154157
"402","Salzburg 56479 Germany","E31102010000000000001274444100001","Nordex SE","Nordex N29",250,"27.09.1995",7143291,50.67083,8.05378,50,29,714306291,56479,"Salzburg","Flurstück( 66/1 )","250","1995-09-28",298594,7143,"Westerwald",714306,"Rennerod",2350,299,7990,2672,3002.5664,50.6707672198126,8.05358480792131
"403","Sarmersbach 54552 Germany","E31238010000000000000060000813188",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 2/1 8/1,22","2000","2004-12-21",2871295,7233,"Vulkaneifel",723301,"Daun",2825,2871,9605,335,2628.9536,50.2398254659403,6.87836060284742
"404","Sarmersbach 54552 Germany","E31238010000000000000060002113190",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 1/1","2000","2004-12-30",2834883,7233,"Vulkaneifel",723301,"Daun",2825,2835,9605,339,2643.008,50.2399174900174,6.87856881553953
"405","Sarmersbach 54552 Germany","E31238010000000000000060000801065",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 2/1 8/1","2000","2004-12-17",2871295,7233,"Vulkaneifel",723301,"Daun",2825,2871,9605,335,2628.9536,50.2398976624988,6.8783748002291
"406","Sarmersbach 54552 Germany","E31238010000000000000060002101148",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 1/1","2000","2004-12-16",2834883,7233,"Vulkaneifel",723301,"Daun",2825,2835,9605,339,2643.008,50.2397065203278,6.87854130480218
"407","Sarmersbach 54552 Germany","E31238010000000000000060000813189",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 1/1","2000","2004-12-28",2871295,7233,"Vulkaneifel",723301,"Daun",2825,2871,9605,335,2628.9536,50.2398364511665,6.87865898652136
"408","Scheid 54611 Germany","E31238010000030212000001174009128","NEG Micon Deutschland GmbH","NTK 1500",1500,"23.12.1997",7233237,50.355069,6.400996,67.5,64,723306237,54611,"Scheid","Hauptstr. 900 / 46","1500","1997-12-23",1333306,7233,"Vulkaneifel",723306,"Geroldstein",2825,1333,9605,721,3229.3888,50.3551315850381,6.40103827552498
"409","Scheid 54611 Germany","E31238010000030212000001174009131",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306237,54611,"Scheid","Hauptstr. 900 / 71","600","1999-04-21",757291,7233,"Vulkaneifel",723306,"Geroldstein",2825,757,9605,1269,3454.2592,50.3594835970361,6.42075826692828
"410","Schwegenheim 67365 Germany","E30254010000000000005230797501803","Fuhrländer AG","FL MD77",1500,"23.12.2005",7334028,49.265038,8.348838,100,77,733405028,67365,"Schwegenheim","Gemarkung Schwegenheim, Flurst. 7009","1500","2005-12-23",1833372,7334,"Germersheim",733405,"Lingenfeld",2425,1833,8245,450,2503.2448,49.2651967975309,8.34899545614273
"411","Sefferweich 54636 Germany","E31238010000000000000037106008008","Nordex Energy GmbH","N80",2500,"11.09.2001",7232120,50.05096,6.525241,80,80,723208120,54636,"Sefferweich","Bitburger Straße","2500","2001-09-11",1416769,7232,"Eifelkreis Bitburg-Prüm",723208,"Bitburger Land",1875,1417,6375,450,1935.6032,50.0509104218235,6.52536909522608
"412","Seiwerath 54597 Germany","E31238010000030212000000859901229","DeWind GmbH","D4/600",600,"19.11.1998",7232307,50.140246,6.495148,70,48,723206307,54597,"Seiwerath","Ober den Aspeln 900","600","1998-11-19",760278,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,760,6375,839,2192.096,50.140052640918,6.49524659633409
"413","Seiwerath 54597 Germany","E31238010000030212000000861201449",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206307,54597,"Seiwerath","Windpark 901 / 12","600","1999-06-10",863108,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,863,6375,739,2151.8848,50.1494531773562,6.49833127172575
"414","Seiwerath 54597 Germany","E31238010000030212000000861219019",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206307,54597,"Seiwerath","Windpark 901 / 5/6/7","600","1999-06-11",863108,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,863,6375,739,2151.8848,50.1497082054232,6.49843148714392
"415","Sinspelt 54675 Germany","E31238010000020170000009529218883","NEG Micon Deutschland GmbH","NM60/1000",1000,"21.12.2000",7232045,49.941467,6.364275,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 1/1\2","1000","2000-12-20",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.941359985888,6.36426640705215
"416","Sinspelt 54675 Germany","E31238010000020170000009529434415","Nordex Energy GmbH","N62/1300",1300,"28.06.2002",7232022,49.968564,6.347789,69,62,723205122,54675,"Sinspelt","Enztalstr. 900","1300","2002-07-01",977312,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,977,6375,653,2107.3792,49.9684923249984,6.3478737289497
"417","Sinspelt 54675 Germany","E31238010000020170000009529218884","NEG Micon Deutschland GmbH","NM60/1000",1000,"21.12.2000",7232045,49.938533,6.365394,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 6/1","1000","2000-12-21",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9386119218832,6.36531011245675
"418","Sinspelt 54675 Germany","E31238010000020170000009529218885","NEG Micon Deutschland GmbH","NM60/1000",1000,"22.12.2000",7232045,49.937806,6.369861,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 9","1000","2000-12-22",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9378435006729,6.36971452034755
"419","Sinspelt 54675 Germany","E31238010000020170000009529211702","NEG Micon Deutschland GmbH","NM60/1000",1000,"28.12.2000",7232045,49.933508,6.362125,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 35/36","1000","2000-12-28",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9334397189515,6.36199304430522
"420","Sinspelt 54675 Germany","E31238010000020170000009529211703","NEG Micon Deutschland GmbH","NM60/1000",1000,"20.12.2000",7232045,49.932317,6.366992,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 41","1000","2000-12-20",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9322324100647,6.36701146274471
"421","Sinspelt 54675 Germany","E31238010000020170000009529434417","Nordex Energy GmbH","N62/1300",1300,"28.06.2002",7232502,49.970008,6.346912,69,62,723205122,54675,"Sinspelt","Enztalstr. 900","1300","2002-06-29",977312,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,977,6375,653,2107.3792,49.9699024372596,6.34685023894449
"422","Sinspelt 54675 Germany","E31238010000020170000009529211700","NEG Micon Deutschland GmbH","NM60/1000",1000,"19.01.2001",7232045,49.929547,6.363864,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 49","1000","2001-01-19",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.929613102366,6.36401953835919
"423","Sinspelt 54675 Germany","E31238010000020170000009529218882","NEG Micon Deutschland GmbH","NM60/1000",1000,"20.12.2000",7232045,49.93485,6.367317,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 24","1000","2000-12-20",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9347622788697,6.36721613047273
"424","Sinspelt 54675 Germany","E31238010000020170000009529218886","NEG Micon Deutschland GmbH","NM60/1000",1000,"20.12.2000",7232045,49.940753,6.368419,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 23","1000","2000-12-20",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9406674361204,6.36861334972294
"425","Sinspelt 54675 Germany","E31238010000020170000009529218880","NEG Micon Deutschland GmbH","NM60/1000",1000,"21.12.2000",7232045,49.937461,6.359925,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 29/1","1000","2000-12-21",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9373203823712,6.3599661749661
"426","Sinspelt 54675 Germany","E31238010000020170000009529218881","NEG Micon Deutschland GmbH","NM60/1000",1000,"22.12.2000",7232045,49.935781,6.362867,80,60,723205122,54675,"Sinspelt","Enztalstr. 900Z / 26","1000","2000-12-22",1280046,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1280,6375,498,1989.088,49.9357358620954,6.36301311563254
"427","Sinspelt 54675 Germany","E31238010000020170000009529227090","Südwind Borsig Energy GmbH","S70",1500,"21.12.2001",7232022,50.059996,6.476662,85,70,723205122,54675,"Sinspelt","Enztalstr. 900Z / 33","1500","2001-11-05",1855479,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,1855,6375,344,1764.608,50.0601388688568,6.47683508213394
"428","Sohren 55487 Germany","E31238010000000000000043202822367","GE Renewable Germany GmbH","GE 1,5",1500,"10.07.2002",7140145,49.957166,7.368819,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500","2002-07-10",1662217,7140,"Rhein-Hundsrück",714004,"Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872,49.9570409311113,7.36871790222633
"429","Sohren 55487 Germany","E31238010000000000000043202822365","GE Renewable Germany GmbH","GE 1,5",1500,"02.07.2002",7140145,49.953811,7.37215,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500","2002-07-02",1662217,7140,"Rhein-Hundsrück",714004,"Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872,49.953875588991,7.372045113423
"430","Sohren 55487 Germany","E31238010000000000000043202822366","GE Renewable Germany GmbH","GE 1,5",1500,"04.07.2002",7140145,49.955302,7.370707,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500","2002-07-04",1662217,7140,"Rhein-Hundsrück",714004,"Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872,49.9552421100771,7.3707528532447
"431","Sohren 55487 Germany","E31238010000000000000043202838857","GE Renewable Germany GmbH","GE 1,5",1500,"27.06.2002",7140145,49.955166,7.36306,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500","2002-06-27",1662217,7140,"Rhein-Hundsrück",714004,"Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872,49.9552336126601,7.36325107841486
"432","Sohren 55487 Germany","E31238010000000000000043202822368","GE Renewable Germany GmbH","GE 1,5",1500,"28.06.2002",7140145,49.95778,7.365311,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500","2002-06-28",1662217,7140,"Rhein-Hundsrück",714004,"Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872,49.957620503867,7.36537374410691
"433","Spiesheim 55288 Germany","E32954010200000000003624100111195","ENERCON GmbH","Enercon E-40",500,"17.05.1997",7331061,49.81344,8.117547,65,40,733106061,55288,"Spiesheim","Flur 9 u. Flur 60","1500","1997-05-17",2204629,7331,"Alzey-Worms",733106,"Wörrstadt",2150,2205,7310,332,1992.992,49.8135482438947,8.11751567474318
"434","Spiesheim 55288 Germany","E32954010200000000003624100111197","ENERCON GmbH","Enercon E-40",500,"08.10.1998",7331061,49.819148,8.11629,65,40,733106061,55288,"Spiesheim","Flur 9","500","1998-10-08",690005,7331,"Alzey-Worms",733106,"Wörrstadt",2150,690,7310,1059,2584.448,49.8190175351678,8.11645937034782
"435","Spiesheim 55288 Germany","E32954010200000000003624100111198","ENERCON GmbH","Enercon E-40",500,"09.10.1998",7331061,49.821108,8.116296,65,40,733106061,55288,"Spiesheim","Flur 9","500","1998-10-09",709612,7331,"Alzey-Worms",733106,"Wörrstadt",2150,710,7310,1030,2576.64,49.8212720570316,8.11634326585345
"436","Stein-Neukirch 56479 Germany","E31102010000000000001273977400001","NEG Micon Deutschland GmbH","M570 200/40",200,"26.11.1993",7143295,50.670606,8.043634,36,27,714306295,56479,"Stein-Neukirch","Am Galgenberg / Flurstück( 129 )","200","1993-11-12",194820,7143,"Westerwald",714306,"Rennerod",2350,195,7990,4097,3043.168,50.6705174545261,8.04382693325348
"437","Steinborn 54655 Germany","E31238010000020170000007828501185",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208313,54655,"Steinborn","Auf der Held 900 / 52","270","1995-08-25",239478,7232,"Eifelkreis Bitburg-Prüm",723208,"Bitburger Land",1875,239,6375,2667,2395.4944,50.0688089374573,6.62825386973626
"438","Thalfang 54424 Germany","E31238010000000000000046019218503",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 7","1500","2002-12-05",2239200,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7539253370839,6.99698417058246
"439","Thalfang 54424 Germany","E31238010000000000000046019218494",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 18","1500","2002-12-02",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7539397147111,6.9971629548632
"440","Thalfang 54424 Germany","E31238010000000000000066298917530","Nordex Energy GmbH","N 90",2300,"23.09.2005",7231122,49.768056,6.954722,100,90,723106123,54424,"Thalfang","Hauptstr. 901Z / 2","2300","2005-09-23",3637699,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,3638,8670,238,1964.4928,49.768237191667,6.95458425790437
"441","Thalfang 54424 Germany","E31238010000000000000046019218496",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 25","1500","2002-12-05",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.754132147734,6.99697301779085
"442","Thalfang 54424 Germany","E31238010000000000000046019201366",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 19/1","1500","2002-12-04",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7538250071194,6.99712013405658
"443","Thalfang 54424 Germany","E31238010000000000000046019218502",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 10","1500","2002-12-05",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.754099358886,6.99698293705083
"444","Thalfang 54424 Germany","E31238010000000000000046019218500",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 3/2","1500","2002-12-13",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7537989281361,6.99715716977151
"445","Thalfang 54424 Germany","E31238010000000000000046019218499",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 3/2","1500","2002-12-12",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7538877721894,6.99707355447611
"446","Thalfang 54424 Germany","E31238010000000000000046019218501",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 11","1500","2002-12-10",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7541595224638,6.99724591609383
"447","Thalfang 54424 Germany","E31238010000000000000046019218497",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 23","1500","2002-12-02",2239197,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624,49.7538900922966,6.99728493737992
"448","Thalfang 54424 Germany","E31238010000000000000066298909657","Nordex Energy GmbH","N 90",2300,"10.09.2005",7231122,49.770278,6.952778,100,90,723106123,54424,"Thalfang","Hauptstr. 901Z / 2","2300","2005-09-10",3637699,7231,"Bernkastel-Wittlich",723106,"Thalfang am Erbeskopf",2550,3638,8670,238,1964.4928,49.7702002009123,6.95288669021863
"449","Tiefenthal 67311 Germany","E30254010000000000005230788001702",NA,NA,NA,NA,NA,NA,NA,NA,NA,733207044,67311,"Tiefenthal","Gemarkung Tiefenthal, Flurst. 960, Bubenbrunnen","1800","2001-09-21",3254568,7332,"Bad Dürkheim",733207,"Leiningerland",2075,3255,7055,217,1483.52,49.538407438453,8.10468896985194
"450","Tiefenthal 67311 Germany","E30254010000000000005230788004100","ENERCON GmbH","E66/18.70-2",1800,"18.09.2001",7332027,49.544255,8.120705,98,70,733207044,67311,"Tiefenthal","Gemarkung Tiefenthal, Flurst. 975, Bubenbrunnen","1800","2001-09-19",3112976,7332,"Bad Dürkheim",733207,"Leiningerland",2075,3113,7055,227,1538.9568,49.5441611309195,8.12053798950586
"451","Trierweiler 54311 Germany","E31238010000000000000046621201359","ENERCON GmbH","ENERCON-58/10.58",1000,"19.12.2002",7235137,49.777852,6.566256,70.5,58.6,723507137,54311,"Trierweiler","Hungerberg 3 / 15","1000","2002-12-19",1662899,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1663,9095,547,2901.4528,49.7778056441027,6.56617417326751
"452","Trierweiler 54311 Germany","E31238010000010170000001425918849",NA,NA,NA,NA,NA,NA,NA,NA,NA,723507137,54311,"Trierweiler","Hungerberg 902 / 21","600","2002-08-01",794653,7235,"Trier-Saarburg",723507,"Trier-Land",2675,795,9095,1144,3240.32,49.7626985250255,6.55900585253243
"453","Uersfeld 56767 Germany","E31238010000030212000002017518048","Fuhrländer AG","FL1000",1000,"19.12.2000",7233242,50.24601,6.421906,70,54,723304242,56767,"Uersfeld","An der K 94 / 48","1000","2000-12-19",621120,7233,"Vulkaneifel",723304,"Kelberg",2825,621,9605,1547,3507.3536,50.2460065539969,6.42179390243333
"454","Undenheim 55278 Germany","E32954010200000000003625100711224","GE Wind Energy GmbH","GE 1,5 sl",1500,"28.12.2005",7339060,49.825906,8.209706,85,77,733907060,55278,"Undenheim","Flur 12","3000","2005-12-21",4057590,7339,"Mainz-Bingen",733907,"Rhein-Selz",2300,4058,7820,193,1468.6848,49.8259715860303,8.20984152449122
"455","Unkenbach 67823 Germany","E30254010000000000005230787201686","DeWind GmbH","D6 1000 kW",1000,"22.08.2000",7333054,49.729723,7.744057,68.5,62,733307078,67823,"Unkenbach","Gemarkung Obermoschel, Flurst. 860/10, Buchenhecke","1000","2000-08-22",1515606,7333,"Donnersbergkreis",733307,"Nordpfälzer Land",2475,1516,8415,555,2693.3696,49.7298683747699,7.7439521920093
"456","Uppershausen 54673 Germany","E31238010000000000000054522000390","ENERCON GmbH","E-66/18.70",1800,"13.03.2004",7232128,50.050387,6.322693,85,70,723205128,54673,"Uppershausen","Bitburger Str. 900Z / 381/72 und 382/72","1800","2004-03-13",3057470,7232,"Eifelkreis Bitburg-Prüm",723205,"Südeifel",1875,3057,6375,209,1295.3472,50.0504311589107,6.32258127527585
"457","Vinningen 66957 Germany","E30254010000000000005230787606677","Vestas Deutschland GmbH","V66",1650,"06.12.2000",7340053,49.149563,7.574961,67,66,734003053,66957,"Vinningen","Gemarkung Vinningen, Flurst. 2417, L478","1650","2000-12-06",1286882,7340,"Südwestpfalz",734003,"Pirmasens Land",2475,1287,8415,654,2782.7712,49.1495200359917,7.57482700434622
"458","Vinningen 66957 Germany","E30254010000000000005230787601693","Vestas Deutschland GmbH","V66",1650,"25.07.2001",7340053,49.155613,7.575723,67,66,734003053,66957,"Vinningen","Gemarkung Vinningen, Flurst. 3125, L478","1650","2001-07-25",1286879,7340,"Südwestpfalz",734003,"Pirmasens Land",2475,1287,8415,654,2782.7712,49.1557500507848,7.57567568894844
"459","Wahlenau 55491 Germany","E31238010000010120000008484301512",NA,NA,NA,NA,NA,NA,NA,NA,NA,714004159,55491,"Wahlenau","Windpark 900 / 36","600","1997-12-22",665722,7140,"Rhein-Hundsrück",714004,"Kirchberg (Hunsrück)",2450,666,8330,1251,2992.0256,49.9039984967734,7.25091537056779
"460","Waigandshain 56477 Germany","E31102010000000000002000196200002","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.653786,8.101897,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6537093790925,8.10189316723396
"461","Waigandshain 56477 Germany","E31102010000000000002000196200003","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.653028,8.105739,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6531712738201,8.10560228577818
"462","Waigandshain 56477 Germany","E31102010000000000002000196200005","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.651914,8.113228,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6517930147134,8.11312443671103
"463","Waigandshain 56477 Germany","E31102010000000000002000196200007","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.651444,8.100603,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6516140826917,8.10071062645379
"464","Waigandshain 56477 Germany","E31102010000000000002000196200001","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.654519,8.099289,100,77,714306302,56477,"Waigandshain","Flurstück( 1 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6546301051876,8.09946603203177
"465","Waigandshain 56477 Germany","E31102010000000000002000196200009","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.649344,8.104439,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6491742845691,8.10444785354653
"466","Waigandshain 56477 Germany","E31102010000000000002000196200004","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.652394,8.109406,100,77,714306302,56477,"Waigandshain","Flurstück( 3/2 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6523997035459,8.10924842077768
"467","Waigandshain 56477 Germany","E31102010000000000002000196200011","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650183,8.107217,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6503737649095,8.10722349979953
"468","Waigandshain 56477 Germany","E31102010000000000002000196200008","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650856,8.104069,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6510165889452,8.10400114767752
"469","Waigandshain 56477 Germany","E31102010000000000002000196200010","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650878,8.106461,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6510410709152,8.10642490202185
"470","Waigandshain 56477 Germany","E31102010000000000002000196200012","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650742,8.107611,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500","2004-12-17",2819229,7143,"Westerwald",714306,"Rennerod",2350,2819,7990,283,2018.7584,50.6507745175715,8.10757119113027
"471","Waldrach 54320 Germany","E31238010000010170000002744418234",NA,NA,NA,NA,NA,NA,NA,NA,NA,723504141,54320,"Waldrach","Am Stadion 900Z","600","2002-10-01",1023145,7235,"Trier-Saarburg",723504,"Ruwer",2675,1023,9095,889,3151.3088,49.7471623609493,6.74650222734977
"472","Waldrach 54320 Germany","E31238010000010170000002744418233","ENERCON GmbH","E - 44",600,"01.10.2002",7235141,49.752332,6.770849,78,44,723504141,54320,"Waldrach","Am Stadion 900Z","600","2002-10-02",1023145,7235,"Trier-Saarburg",723504,"Ruwer",2675,1023,9095,889,3151.3088,49.7523609601344,6.77098017370922
"473","Waldrach 54320 Germany","E31238010000010170000002744400397","ENERCON GmbH","E - 44",600,"04.10.2002",7235141,49.751857,6.766582,78,44,723504141,54320,"Waldrach","Am Stadion 900Z","600","2002-10-04",1023145,7235,"Trier-Saarburg",723504,"Ruwer",2675,1023,9095,889,3151.3088,49.7516844354489,6.76660628492159
